,question,label
1667,  where be the line ? ,DIRECT
4698,cool also as a fellow nerd where be the max value and min value ? seem like italy take this competition home ? ,DIRECT
4392,I see so basically we don t have a universal metric on how to define a beginner intermediate or expert ? it s basically a meta question to test or perhaps even doubt our own level of understanding ? ,DIRECT
3754,hi I m try to set up a data science consultancy and be wonder what the practice be for securely access the data from client ? ,DIRECT
5642,follow up q do they mean anything ? ,DIRECT
1075,ah gotcha yeah computational complexity be not so much about ml but just general problem solve lol well as you dive deeply into data srucs algo here s a helpful cheatsheet check this guy out too he give good advice ,DIRECT
5463,how would you determine the optimal value ? ,DIRECT
2399,what s a conversion step ? ,DIRECT
5302,can anyone tell how to store the data permanently while run a program ? ,DIRECT
1182,anyone think about build a couple of gpt app and monetize it ? I always feel I be behind on the app store when they first release it this might be the time try to build something in a new environment ,DIRECT
3259,what part of panda be confusing to you ? one difference between panda and sql be that panda use logical mask instead of where statement I like to define the mask on separate line to make thing clean e g instead of df df column 7 write mask df column 7 df mask ,DIRECT
2527,I guess that s enough what do you do with it ? at my company they re try to build some web ui and a database where you can ask question about pdfs the use case be more to help finance people about company report and stuff like that so they use langchain with faiss and openai I think davinci embedding and the chat model be gpt too I think ,DIRECT
120,hi just curious be pay tutoring allow ? start a new role at my job soon and I m try to learn how to use panda to run some analysis on large data set ,DIRECT
2193,why be you also in new delhi ? ,DIRECT
3283,I m new in this so I d like you to recommend I a data scientist roadmap in my case I already know how to program up to oop but in c algorithms calculus 1 variable and descriptive statistic I know the concept but I be not a genius having say all that where do you think be the good place to start ? mathematic statistic or python ? ,DIRECT
4929,how do it go ? be you still a data scientist ? ,DIRECT
3980,interesting you re take the new ml course from deep learning ? how be it ? I find the original one to be super fascinating it be in octave and be pretty down into the nut and bolt of theory and implementation ,DIRECT
2432,I m currently work as a financial analyst but I have a meeting with someone within my org to discuss a data architect role that I m interested in anybody have any tip ? ,DIRECT
6143,I have a stat question I m calculate the expect value winning per ticket of a lottery ticket cost 10 and be wonder if the expect value and if the return should be consider expected return ? ,DIRECT
5002,which competition you want to join ? ,DIRECT
3348,really what kinda server do you make ? ,DIRECT
3801,hello everyone I start code in february and I can be consider a beginner to intermediate level programmer when I realize when I need to go higher I couldn t find a project to do I have already start python to be a data scientist but I can t enter the field of data science for example at first I be try to learn the eda part but it feel very subjective and when I try to study someone else s and try to do it I can t do it myself I haven t be able to do any data science project yet because I still don t know where to start how long can I not improve myself ? I have a few question what do you start with learn first in the field of data science what be your first project ? do you progress by follow the course ? do you watch the course first and then develop a project ? I e I m curious about your learning process can you assume you be a beginner and reply ? thank you ,DIRECT
2192,  may I ask what country be you from ? ,DIRECT
696,I be not sure what you mean by schema change ? ,DIRECT
6029,hello everyone I be quite new use pycharm and I don t know how to save the object I ve create through the python console in rstudio I know easily how to save my enviromnent variable dataframe etc with save image but how can I do the same with pycharm ? I want to be able to load again the object I ve create in my console ,DIRECT
2868,do anyone know any locally run model preferably open source that convert speech from an audio file into text reliably ? ,DIRECT
4771,do it recommend product with similar image ? ,DIRECT
2328,I literally have no idea what anyone would do with this information who would use this ? how would it guide their decision making ? what could you do to make it well ? ,DIRECT
2164,why be you do master ? and that too particularly in we ? be u in we ? be you aware of the state of the the opportunity in the us ,DIRECT
5525,do it have any limitation ? ,DIRECT
5787,about nick color here what why how ? ,DIRECT
3174,that s still just a summary statistic i d encourage you to look at the data and try to identify something meaningful be there any relationship in the data ? be the amount of test person relate to the amount of death ? if so why might that have happen ? be any country outlier in term of the relationship you ve find ? ,DIRECT
857,I think online assessment be generally 1 question ? ,DIRECT
6161,hi I m new here and I want to ask gauge if there would be interest on a project idea I have would that count like advertising ? which be against rule ,DIRECT
4717,hello I have come across this formula in my econometrics course and it seem erroneous to I can anyone confirm ? ,DIRECT
2013,maybe can I ask the question ? be it okey build the model train without data ? I just wonder what if we build the autonomous system meanwhile there be no dataset maybe final option be gatherin the data through simulation ,DIRECT
5458,I want to build a data marketplace I want to know how to do valuation of the data ? valuation of data can increase or decrease as data isn t fix like oil ,DIRECT
4886,be anyone willing to team up or maybe take I up as an apprentice and practice data science by make project together ? I have knowledge of sql and python library ,DIRECT
6265,I be on week 4 deep learning ai I would like to have a group where I can discuss daily doubt and work on kaggle lung scar problem ? I find kaggle notebook quite advance and I feel only project can help I reach that level of python skill right now intermediate and look to brush up ds also as I go along dm I if you be at same level ,DIRECT
1180,mhh I get a stakeholder that usually respond then we ll have to do it by feel if there s a lack of data to measure any significant difference in data how do I nicely tell he that thought be a little flawed ? ,DIRECT
3585,  what would be an example of basic of network ? ,DIRECT
1411,  by cover do you mean reimplemente or use ? degree isn t important what s important be show ability pick a domain you re interested in and do a project that show competence pick any cloud provider you like they all have free trial and put together a simple project on there that show the domain you re interested in without take example from other so I ve see the snake rf example a few time which mean on a cv I wouldn t be able to know if you write it or take it which make it useless as a way of assess you ,DIRECT
4148,hey guy which programming language be good for interact with pdf document ? ,DIRECT
507,good day everyone I have a problem in term of learn actually I spend so much time on learning process but I don t get result and in some case I get even panic attack another problem be that I can not make a routine for myself right now it come to my mind to ask you how do you study ? at wich hour be you start and what time do you finish ? can you please give I some advice how to learn ? or how to manage my time ? ,DIRECT
3640,hey try to find a place to be more active and meet other data scientist I be currently a nurse but will graduate with my master in data science in the spring I m so nervous I win t be able to find a good job also nervous about move to a new field I have enjoy school and really do well any advice or tip for a new data scientist ? I prefer the statistical side and prefer r over python but I definitely feel my python skill be adequate I jsut don t love write code in python ,DIRECT
2084,hey guy not sure in which channel to post if this message be suppose to be somewhere else please let I know and I ll edit it I ve do a quick search on the channel and couldn t find anything specific about this topic I m a data business analyst with 8 year of experience and look into upgrade my skill to data science but before I embark on this journey I be wonder if it s still worth it be there a future for data scientist ? be the market oversaturate ? be ai go to be able to code interpret data hence eliminate the need of data scientist ? I would like the opinion of expert like you before make any career commitment cheer and thank you in advance ,DIRECT
1594,hello everyone work data analyst here look to break into data science anyone do mentor here ? never in my life have I have any kind of guidance even at my current role I have to learn everything myself and have no one to ask if I have some trouble if you enjoy mentor or want to pick up a pupil I be very motivated and dedicated ill start from scratch if I have to I have no ego please let I know ,DIRECT
1937,why do you need all the time sota ? ,DIRECT
4313,can anyone share I good resource approach for image classification use dnn architecture ? ,DIRECT
4669,so I should use if value in binary question be 1 then replace value with no to create a new column of data and then merge it with the initial dataset ? ,DIRECT
2971,I have see people both personally and professionally and in the news who have be trick to think that chatgpt and similar be of great than human intelligence how do you go about try to try to explain this isn t the case especially with people act like chatgpt be agi ? ,DIRECT
5210,what be you on about with the shape ? ,DIRECT
5007,so if someone be say why be guy with brown hair buy our high quality product for home repair you have to break it down to guy gal ? brown hair not ? be they the high quality for the job ? do we know they buy it they for home repair ? ,DIRECT
476,hey all I m want to understand what kind of ad analytic data be offer through the various analytic platform as I try to optimize a reinforcement learning model that I be work on could you give I a detailed description link that highlight the value and variable provide as output ? thank ,DIRECT
4841,do someone know the name of this kind of plot ? I ve forget ,DIRECT
2007,u choose a degree and u do not do the work ? ,DIRECT
4822,have anyone use wsl since they introduce gpu passthrough support ? not have to boot back and forth would be awesome for workflow but I have a ubuntu environment I m really happy with right now and don t want to switch if there be issue or if the pass through doesn t work as advertise ,DIRECT
3183,which swift api ? ,DIRECT
1513,so a completely different question ? ,DIRECT
2317,any advice on whether this d be a good idea ? ,DIRECT
4678,how relevant be that stuff to what you want to do ? cause I feel like all the major advancement in that space have happen through deep learning no ? ,DIRECT
6661,  do you have example data and output ? ,DIRECT
4315,how have you be ? ,DIRECT
3616,hey gang I have a 1d array of positive float point number and I m look to find a way to cluster they base on how close they be to one another which algorithm be suitable for this task ? the distance between cluster be unknown but roughly the same with a few outlier the amount of cluster be unknown the distance between number within a cluster be similar to the precede cluster ,DIRECT
633,I reverse engineer my school os platform and I have a 10 mb json data file that include data pretaining to assignment cdn link to pdfs classroom meeting I would like to release it into public for training and research purpose what all do I scrub ? it have get teacher name real classroom id date class title direct link to their own pdf resource class information etc any input be appreciate ,DIRECT
3889,may you confirm if this be true ? I get it from here ,DIRECT
642,but he use 224x224 pic as input can it affect loss ? ,DIRECT
4522,what about it ? ,DIRECT
3893,what be you do this for ? ,DIRECT
27,I do not fuc n understand why when I ask how to learn data analysis they all recommend to I only tool learn excel sql powerbi python numpy panda and ton more but those all be only tool be this all what it be about in data analysis ? ? just bunch of tool and I will be data analyst ? ,DIRECT
6048,how can I print the content of the 3d tensor return by kera embed layer ? I tire print tensor but it s still not show the value ,DIRECT
1286,I want to know that so many people be learn about ai and full stack development nowadays but when I see the job the requirement be master with 5 year experience for data science role and average payscale for full stack the payscale be so low then we have an android developer path but no one talk about it so I m confused on which path should I embark upon can you help I figure that out ? ,DIRECT
6622,can someone elaborate it for I ? ,DIRECT
4253,anyone ever try to setup an browser base ide that you link through just an https ? I have a domain I could use and an ec2 cluster setup but don t know if it s a bad idea though to do it that way though try to have the ability to compile from anywhere with just a username pw ,DIRECT
515,be it good practice to do all data cleaning and prep within a sklearn pipeline or do you typically save more granular task for individual function before shove the data into a pipeline ? ,DIRECT
6255,anyone have any experience with freelance data analytic ? I would really love to work on my own term and do analytic for small business not sure this be the good time in the economy to start do it but I be excite by the idea of it ,DIRECT
2687,so usually the sql workbench import wizard can handle csvs that big ? ,DIRECT
4057,I see where do u get data ? what be the lead time ? ,DIRECT
4644,anyone familiar with rasch model ? I m do a class next year on it and want to familiarize myself ,DIRECT
6213,can you give a code example ? ,DIRECT
2189,any specific source I should look into ? ,DIRECT
4594,I believe I must individually consider what I be say as you be correct I be not sure why it should have positive consequence it be more of a wish than an exception thus I suppose review anomaly detection would benefit I isn t it ? I have see this well know library would it be interesting for it ? perhaps this would assist in understand how I implement the class weight method use scikit as I be not quite certain about it now that you have cast doubt on what I have do python train split etc class weight class weight compute sample weight class weight balance y y train model xgbclassifier model model fit x train y train sample weight class weight ,DIRECT
2247,I would assume recruiter s wouldn t know what mlop be so on my profile should I say that I be an ai engineer or ml engineer to well market myself ? ,DIRECT
6561,  hi all sorry if this have be discuss previously but do anyone have an up to date list of all the available coronavirus data please ? yup ,DIRECT
3758,do you need for data science ? ,DIRECT
692,nothing wrong with send someone away if they re ask question which be the first result from google either though be there ? ,DIRECT
1173,so the idea be that for the interval a 1 a 1 we always interval f x 0 f x 0 which mean that it s continuous so we could choose delta 0 as well no ? ,DIRECT
5703,what be you guy work on today ? ,DIRECT
5031,what re some interesting open dataset for demographic ? ,DIRECT
4053,hey everyone this summer I want to create something that could bring I money passively I g a startup do anyone have the idea for this ? ,DIRECT
4955,hello I be a beginner in ml I have a doubt in reinforcement learning do we provide any data set because everywhere in definition they give base on trial and error reward and punishment without clearly mention about dataset if it be give or not ? kindly help ,DIRECT
2025,hi i d like to know how do you decide which model to use for a particular problem ? do you use a cheatsheet like you find in datacamp ? do you ask chatgpt ? if so what exactly do you ask to find which model or model to use ? ,DIRECT
715,idk where to ask this but can I cluster word embedding and get the near neigbour and conclude they as semantically similar word ? ,DIRECT
4078,hi anyone wanna discuss about note take ? how do you guy make note ? what s your methodology ? ,DIRECT
3135,hello everyone I hope you re do well I m interested in your ai ml engineer role or a data scientist and cloud engineer base on my experience as an sme data scientist at uneechub and ex data science mentor at techlearn live data scientist enthusiastic machine learning expert I believe I could be a good fit would you be open to a quick chat to talk about the position ? I d love to learn more about it and share more about my own qualification I look forward to hear from you I be attach my resume for your consideration good regard vanama yaswanth ,DIRECT
2683,it s odd though it claim that in this case gpt 3 get the right answer where gpt 4 didn t which doesn t match up with most benchmark so it could happen but it s surprising ? ,DIRECT
1510,what subject you get leave before the thesis ? ,DIRECT
2381,  an aw rds would make more sense for less than 500 gb and if we ever hit multiple terabyte can switch it to a warehouse right ? ,DIRECT
4514,hello I m currently do my master s degree data science relate would anyone be interested in take on an intern for a couple of month ? it d be part of my last semester requirement ,DIRECT
4484,be it any good ? I m guess not as good as the one I ve hear about ? ,DIRECT
6274,  I already think about that but I assume it s not the good approach ? I m a complete beginner so I don t really know how to tackle that problem I m also surprise their isn t really that much information on the internet shouldn t many people have that issue ? ,DIRECT
616,of what regex ? ,DIRECT
2621,hello everyone I have to do this mini project for my ml course I need to extract lexical feature of a url and classify it as malicious or benign my staff splitte the projct into three phase such as phase I of mini project 1 apply selected data processing for url csv dataset 2 for the output of the step 1 apply any one of the below algorithm ann cnn rnn lstm gru deep belief network note only use two feature of csv that be domain name and label phase ii of mini project 1 apply selected data optimisation algorithm for url csv dataset 2 for the output of the step 1 apply any one of the supervised algorithm phase iii of mini project 1 apply any one of unsupervised algorithm for url csv dataset ex cluster algorithm my problem now be how do I use the result model from each phase as input to the next phase ? my classmate just implement all three phase separately with the give dataset and call it a day I don t want to do that ,DIRECT
4173,how long be a long time ? ,DIRECT
3751,hi I m learn panda rn and be play with a dataset I wonder if there s a way to apply a formula and make a new column in my dataset that add the value in the column before it in otherword I want to replicate that same feature that microsoft excel have where you enter some general formula and it auto generate a new column with the output do anyone know a good way of implement this ? edit nvm I find implementation on stack just now ,DIRECT
2685,thank for your reply I know my way around computer to some extent and I know I need a desktop for my use I understand ram storage and gpu I just didn t figure out what cpu to get for this particular use also I don t know how heavy this kind of work can get if I get gb ram be that enough or in the future the load can get so heavy ? do I need a separate ssd for work file like with video editing ? or not necessarily just the main one ? ,DIRECT
2202,in general what be the average salary of data scientist ? ,DIRECT
4765,how do you expect someone to answer that ? ,DIRECT
5658,who familiar with pytorch and or fastai here ? I m try to view result for a text classifi similarly to plot top loss for vision application but haven t find such a simple method for rnn yet ,DIRECT
3845,just out of interest do it work if you only specify sex ? just unsure how that s go to mesh with the group otherwise I ll look tonight when I ve get time ,DIRECT
1497,guy I have a question can we augment image who be annotate with polygon tool ? ? ? ,DIRECT
2180,aka how often can we be wrong without catastrophic outcome ? ,DIRECT
6222,  not everyone have the same number of parent how be this handle ? yes some people have 10 parent ,DIRECT
237,hello quick question do somebody have the link for a 100 data analysis server ? thank ,DIRECT
5621,why don t you just ignore it in the second branch ? ,DIRECT
6195,in panda how can I filter the df for only the row where at least two cell be ? ,DIRECT
5593,what do you think data scientist would use ? ,DIRECT
895,my pc will be 10 year old in so it be time for a new build although I be aware of the workload limit of this machine e g dataset size before problem become difficult I would like to know the perceive limit of machine use by at home data scientist student hobbyist professional so I think it would be fun to ask what be some cool project that you have be work on in that challenge your machine cpu gpu memory storage ? if your project involve a specific dataset I would appreciate an estimate of the dataset size uncompress ,DIRECT
1850,what do you mean by not know how to learn ? ,DIRECT
1451,hey guy be there often use case for use both r and python together in one project ? ,DIRECT
4343,oooh for example a good description for this plot could be design a plot to visualize whether the covid pandemic influence in the creation of new board game right ? or what would you change ? ,DIRECT
3474,I think in competition in kaggle with walmart allstate data they have anonymize the information by one hot encode all information and rename column be that something you re look at ? ,DIRECT
5834,do it work for medium towards data science and wsj ? ,DIRECT
4327,it seem to work and sort the data into cluster but what do I do there ? ,DIRECT
474,it ll recognise project ? like if you re in a git dir it make a workspace or something what re you expect to happen tho ? ,DIRECT
4712,hello all quick question would you consider support vector machine regression to be a deterministic model or a data drive model ? ,DIRECT
3431,can you transition into data engineering role after work as a data analyst for 3 year ? ,DIRECT
2767,this be my code plt figure figsize plt plot neigh acc score marker o markeredgecolor black markerfacecolor red plt xlabel number of neighbor plt ylabel accuracy score and this below be my graph how can I add the annotation on the marker only or make the x axis scale a bit more detailed ? ,DIRECT
864,what s your major ? ,DIRECT
3043,what s the case for it be that ? ,DIRECT
4508,hello guy which do you recommend ? mathlab or octave ,DIRECT
6140,hm so a feature be it marketplace or anything else be successful to the extent that it make the company facebook money so from there you ask okay how be facebook make money ? let s suppose the answer to this question be idk ad from there u can ask okay what make advertiser want to advertise on facebook ? perhaps the answer to this question be advertiser will advertise when a lot of people will see their ad and or people will see their ad many time okay so market place be a successful feature to the extent that it make people log onto facebook and make they stay on it for long from there u want to determine well do marketplace actually make more people log on and do it actually make people stay on for long ? so the metric you might want to look at to answer that question could be the number of people who be log on and head straight for the marketplace and how much time user be actually spend on market place page and see how these metric be vary over time what I realize while try to answer this be advertiser probably also care about the number of people actually click on their ad not just how many people see they and how many time people see they so an additional metric to look at would be the ctr for ad on marketplace page maybe not strictly necessary but it might also be insightful to look at all these metric for the marketplace and compare marketplace s performance on they to the performance of other feature I say it s not strictly necessary because marketplace can be do a bad job at add traffic relative to the other feature but still up the net traffic to the site but the comparison might be insightful in the sense that if hypothetically marketplace be way bad at generate traffic then it might make more sense to allocate resource to other feature or even new feature that be hopefully close to average level of traffic generation ,DIRECT
3608,  do you think grad and phd student have an easy time because of their knowledge or due to the status those degree hold in the real world ? ,DIRECT
1952,I get a quick question I do some work on google sheet and have to submit now but when I download this project I download it in excel extension which when open lose pivot table what do I do ? ,DIRECT
3567,could use a little guidance here from what I m see I m lean more towards become a data engineer but no other place that I ve see have the structure and community that ossu have to study thing such as data science along with the master s in ds from cu boulder this roadmap seem great for a ds be there similar place like ossu that have a program for data engineering ? ,DIRECT
1035,what determine orientation ? ,DIRECT
733,what all conept need to start a project in data science ? ,DIRECT
4993,if you don t know what the code itself be do ? ,DIRECT
60,what s the question ? ,DIRECT
4568,anyways quick way to help you without replace sr member of your team find out why some data may be corrupt be it because the data go in corrupt or somehow be corrupt when obtain with boto ? the second be highly unlikely as boto3 do a bunch of error check for you to make sure the file you get be the file you want if it go in corrupt then you need to raise an error to trigger an alert somewhere so that someone can go fix it ,DIRECT
1573,be anyone into open source contribution ? if yes please mention I in your message to let I know ,DIRECT
1023,how could that be implement ? ,DIRECT
1767,a model for what ? ,DIRECT
3541,pretty interesting you get a gitlink and sample set where I can test it ? ,DIRECT
2838,hi what s your favourite file type to receive data in ? ,DIRECT
2590,do that make sense ? I m go to try and sleep but I m look forward to any suggestion clarify question in the morning thank you ,DIRECT
1067,you d need to define what you re look for first what height width range do you mean ? like can it detect rectangle or just box ? what do the output look like ? for what function ? if it s get box do explain it or be something not line up ? ,DIRECT
2218,why do you think it d replace a job ? ,DIRECT
4588,what should I do ? ,DIRECT
335,hello I have an assignment in collage to perform rfm analysis on marketing dataset can you recommend dataset to I more than 50k row ? ,DIRECT
1168,I would like to ask some question I have an interest in learn work on project and conduct research in the follow computer science field database distribute system big data processing and security ai machine learn I have 5 question 1 what subject should I choose for a master phd degree computer science with specialization in data management and analytic or data science ? 2 be there any specific data science research area only such as database real time processing or security for big data not only in analytic part ? 3 will the data field in the industry be in demand in the future ? 4 should data scientist currently and future manage all computer science aspect of data which be currently handle by data engineer ? 5 be data scientist currently and future in it department or separate from it department in industry ? thank you ,DIRECT
4905,what cpu do you use ? ,DIRECT
3416,hello I have a dataframe table already available in my python but how can I see the url of it ? p s I be take course in datacamp and there be all table already inject that s why I wanna see where the table be I e url of it use their build in command line ,DIRECT
579,which tool be you use ? curious about the dataset too ,DIRECT
256,will you implement a trie everyday ? ,DIRECT
757,can you please just answer I what be the answer ? ,DIRECT
2895,that s why people do internship ? ,DIRECT
4456,I see many people advise to start do project on kaggle but I ve see other people say that it s not very relevant to show these kind of project in a portfolio or cv what s your opinion ? ,DIRECT
6289,which country be this we ? ,DIRECT
3143,anybody use pygwalker ? I see some people use it and it give a tableu style visualization right in kaggle with drag and drop and export ability etc ,DIRECT
2088,question I be go through model selection right now and train a couple different algorithm on my data set but for some reason the f1 score be exactly the same for all of they my guess be that bc my dataset have such few prediction like 6 and each feature have extremely low variance that this be simply the max score that can be achieve with the data set thought ? ,DIRECT
3999,why would you say there be 3 cluster ? ,DIRECT
4531,hi everyone currently do a project for school on aid but I m really lack the data I need a day by day case count of hiv aid in any country I ve be research for a while but can not seem to find anything can anyone help ? thank ,DIRECT
1580,get it do you often work with unstructured text ? ,DIRECT
2646,the machine learn part of jose s python series be out date for more than 4 year the instructor do not respond and reply what s your reply then ? ,DIRECT
4718,hello guy what ml framework use the naive bayes classifier ? I m plan to create a chatbot with this algorithm I m learn dialogflow but be use rule base grammar matching and ml match and algo my project require the naive baye classifier hope you can help tia ,DIRECT
3864,how long do it last usually ? ,DIRECT
2015,intuitively speak it should be a good practice how common it be I be not sure not many mention of this follow up to other community member how effective be the technique of treat outlier as miss value and use imputer to get those value say knn etc be that something people opt for or be it even a thing ? ? ,DIRECT
1830,hey can anyone tell I how should I start learn ai ml ? ,DIRECT
2882,why some channel like be unavailable for I to text there ? ,DIRECT
790,what s that base on though ? I mean have you do any research that s lead you to believe you re not at a reasonable level ? ,DIRECT
5402,hello I be a high school student that be interested in a career in data science I love math just as much as I love machine learning and I d like to combine the two what can I do in high school to start learn thing in this field ? be there any free online course that I m able to do ? if so be there any course I should take first as a prerequisite so I can well understand the information that be teach in those video ? ,DIRECT
5883,I m actually imagine how this be so much shitti in ye olden time I lord be the mongol hoard come ? nah bra we re just go on vacation in portugal now for reason and then everyone be murder ,DIRECT
2559,sure what be about ? ,DIRECT
3485,I want to learn about ds my background be in pharmaceutical science so I have some knowledge at statistic in that field and I usually use minitab for data analysis but I do not know a thing about programming code any pointer where should I start with ? should I learn r phyton or both ? ,DIRECT
3211,heyy I might sound like a noob but it s because I have never do this before I m work on an image cluster project the whole idea of the project be base on this youtube video ,DIRECT
5919,  what do u do for panda ? ,DIRECT
6430,how much experience do you have program with python ? ,DIRECT
3132,what about you ? ,DIRECT
3270,have anyone here use kh coder ? if so I m not exactly sure what to make for a code rule file and I m wonder if anyone have a pre make one or something of that sort if the latter part of this question sound completely stupid I e pre make code rule be for specific project be there a simple way to understand how to make a code rule file ? ,DIRECT
2557,hi do anyone know how to find on what type of image do an object detection model have a tough time ? I m use aws rekognition custom label and the goal be to detect object of different label in image the precision per label generally exceed 90 and I d love to improve the model the test set be huge so I don t want to go through it manually but I do check some image and find out that lightning and the orientation of the object play some role the model get confuse between two object because they be very similar too but I d like to have some automate tool to do this ,DIRECT
1596,any foundational model recommendation ? ,DIRECT
6411,but they will not get reaction ? like who be you troll ? data scientist that they to wake up for tomorrow or people that be too busy do project ? ,DIRECT
469,what benchmark leaderboard do you guy personally follow ? ,DIRECT
1425,though I wonder I didn t receive anything for one program for 1 month and the other send I a test link within a few hour what could be the reason ? ,DIRECT
6183,hye general question I m new to data analytic what normally platform you guy use ? like rapidminer and such ,DIRECT
4914,hello all I ve make considerable progress with my cnn and be now intend to design a cnn lstm hybrid do anyone have some tip or basic bit of advice before I start ? be it basically just about add lstm layer after the cnn ? ,DIRECT
1820,you need to read the traceback and have a rough understanding of what it mean what s the error ? why be that error ? can you recreate that error ? etc otherwise it ll be a constant hassle ,DIRECT
2456,fair enough so there s significantly less risk than a big model what benefit can you identify from the model give well result in this business case ? simplistic method don t need tweaking be easy to audit etc be it easy to identify the benefit here against the risk even if small ? ,DIRECT
1632,what happen when you tran a network on cat and dog image and then give it something out of sample like a golf ball ? if it s confident that the golf ball be a dog be that consider hallucinate ? ,DIRECT
861,how be they suppose to filter that ? ,DIRECT
1731,your first step be go to be find a dataset for this at all without clear data it s go to be pretty difficult to find the relationship between your text input which be like an outfit for go to a club in london ? 22 f uk ? and then what kind of output you re look for like be this specific outfit item i e brand sku or be this just general vibe for what the outfit be ? ,DIRECT
3794,when will it ever update ? ,DIRECT
1620,hm like in the message I write ? there s some shitty thing on discord when it come up unknown or something be that what you have ? but you should be able to click on they and see the post still lmk if you can t please ,DIRECT
472,hi guy I have a problem plot some data I have a data set contain the resistance temperature and error of a high temperature superconductor I have to plot the data with error bar but the error be large in magnitude than the resistance so the error bar look too big do you know how to solve it or where can I find some project where the error be deal with ? ,DIRECT
902,could it also help ? ,DIRECT
1218,hey everyone I m a back engineer dabble with bigdata as a personal interest I have implement a java base mapreduce application for one our project requirement what this do be read data from a hive table process it and write to a hive table we be use aw emr as our datalake solution and I m go to create a new emr run this app against our old data my question be be it possible someone with well knowledge about aws instance type and let I know what instance type should I choose for my master core and task node for my new emr ? because our current production emr use m xlarge instance for each node type master core and task and base on my little research I think that s not the good choose for datalake task tia ,DIRECT
6497,do anyone know how to add linkedin milestone to your experience part of profile ? I want to have more milestone inside one company experience I google it and lose 30 minute and still can not find how to do it I ve see profile that have that ,DIRECT
1522,I parse a bunch of log file and want to process they into parquet file now I wonder if I want to be able to retrieve what line belong to what log file I would need to add another column to the table with the log file name or some other identifier be that preferable over have small parquet file ? ,DIRECT
2363,be this a good or a bad idea purpose to capture relationship between feature include ratio add all feature as 1 feature perform a 2 degree polynomial transform what I expect be that this ll give I all possible combination of multiplied relationship ratio as well as feature raise to the second power so be that a good or bad idea ? ,DIRECT
6238,  python import matplotlib pyplot as plt import numpy as np matplotlib inline rng np random default rng nrow ndim 30 x mean np zeros ndim x covs np eye ndim x rng multivariate normal mean x mean cov x covs size nrow s np corrcoef x rowvar false s eigval s eigvecs np linalg eig s fig ax plt subplot x plt np arange 1 x shape ax plot x plt s eigval k ax set title eigenvalue ax set xlabel dimension ax set ylabel value fig show fig ax plt subplot x plt np arange 1 x shape for row in s eigvecs ax plot x plt row c f ax set title normalize eigenvector ax set xlabel dimension ax set ylabel value fig show fig ax plt subplot ax set title eigenvector value ax set xlabel value ax set ylabel frequency ax hist s eigvecs ravel bins 20 color black fig show eig check1 np sum s eigvecs 4 axis 0 eig check2 np sum s eigvecs 2 axis eig check diff eig check1 eig check2 fig ax plt subplot x plt np arange 1 x shape ax plot x plt eig check diff k ax set title sum v 4 sum v ax set xlabel dimension ax set ylabel value fig show be this kind of visualization what you have in mind for the eigenvector ? ,DIRECT
2308,do that actually make sense ? ,DIRECT
5286,use to experiment with it quite a bit and unfortunately manage to deploy some etl job to production before realize what a mistake it be vs batch emr job the schema crawler be amazing but monitor log and reproduce error be a pain and to not sound too snarky it s a great tool if you be in a hurry and have a huge amount of predictable data that need pre configure spark to get through I would not recommend it for any production use case since it s always behind when it come to versione lack container support or use to ? and instal custom libs be unnecessarily complicated my angst towards it be likely cause by user error and the need to control everything ,DIRECT
3432,hey guy anyone here do the deep learn a z hand on artificial neural network course on udemy ? I be a pretty new python programmer and I find this course super interesting ,DIRECT
5856,be anyone mean to know wtf be go on there ? ,DIRECT
4461,I have table in the warehouse that have data for a list of college for multiple year the table have all the same header but the data have error some have college after the name and some have coll or u and university the good news be the i d be the same no matter how name be write but when bring into tableua I get multiple row I don t want to create group how can I edit the table use sql ? ,DIRECT
2695,why ain t there an astronomy channel ? ,DIRECT
1391,what about some stat ? ,DIRECT
2876,political science and programming ? can you elaborate ? ,DIRECT
3130,have anyone work here with nltk ? be it well than spacy ? if yes then in what aspect ,DIRECT
2287,thank for the recommendation eden how do this impact you ? ,DIRECT
5907,do anyone know if topological data analysis have any use for non spatial data ? so far the example I have see be in computer vision or thing like image processing ,DIRECT
1103,kind of a dumb question when people put sql in their cv in the context of ds do they actually just mean the query language or be there some library or tool that u need to learn too cause so far in my journey I ve be only use panda python and kinda ignore sql cause since I be a fullsatck web dev before this and one of my main role be database relate stuff so I feel like I have a good enough ? ? ? grasp of it be I wrong lol ? ,DIRECT
1328,and if possible I d like to know how can I translate what he say for our field ? like if you be a recruiter or just an oldie in the field what be some exaple would you give that follow this logic and can be apply to ds ,DIRECT
5636,so what be the command ? ,DIRECT
5099,can I help you ? ,DIRECT
2108,hello everyone I be read this article and this question come to my mind be crisp dm useless or old fashioned ? ,DIRECT
6023,do seqgan work only with sentence without noise ? ,DIRECT
5272,can anyone suggest some start resource for ocr ? I m think of work on it this summer like from scratch ,DIRECT
3153,hi guy I come across this community platform today braintrade io they claim to allow user to share their ai prompt to democratize knowledge on chatgpt and similar tool have anyone try it so far ? ,DIRECT
5071,what s the age question from ? ,DIRECT
3998,this be a histogram of the return of certain stock it s not a normal curve but do some curve have a somewhat similar shape to this ? ,DIRECT
2213,you all do data science ? ,DIRECT
260,really ? I think it s a greast java ide ,DIRECT
1944,do you know what be plt plot ? ,DIRECT
3676,which one do u use now ? pyhton ? ,DIRECT
